epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.2013,2.24201,4.56233,0.00075,0.81199,0.71127,0.79893,0.46384,2.06753,2.18302,0.00094,0.0005,0.0005,0.0005
2,22.4036,2.05026,2.41726,0.0007,0.80276,0.76051,0.82702,0.47111,2.14444,2.15334,0.00095,0.00101638,0.00101638,0.00101638
3,33.7342,2.10814,2.06058,0.0007,0.87046,0.77769,0.86391,0.49221,2.18945,1.5702,0.00094,0.00151823,0.00151823,0.00151823
4,44.9019,2.02919,1.96894,0.0007,0.86714,0.79077,0.86473,0.49848,2.15666,1.76708,0.00098,0.0019368,0.0019368,0.0019368
5,56.0829,2.07784,2.09561,0.00069,0.87403,0.80892,0.87771,0.5523,1.91638,1.71581,0.00083,0.00188868,0.00188868,0.00188868
6,67.4595,2.01473,1.89722,0.00067,0.86119,0.79385,0.86592,0.54005,1.95442,1.58529,0.00083,0.00182812,0.00182812,0.00182812
7,78.6746,1.93802,1.71,0.00064,0.89648,0.78481,0.87254,0.55845,1.91486,1.36847,0.0008,0.00175607,0.00175607,0.00175607
8,89.9001,1.87276,1.63754,0.0006,0.89916,0.80952,0.88399,0.56774,1.89455,1.37818,0.00083,0.00167368,0.00167368,0.00167368
9,101.159,1.89272,1.67576,0.00065,0.8623,0.82663,0.88318,0.52111,2.14352,1.48543,0.001,0.00158224,0.00158224,0.00158224
10,112.473,1.86808,1.58284,0.0006,0.89966,0.8047,0.88577,0.51211,2.16215,1.4819,0.00089,0.0014832,0.0014832,0.0014832
11,123.807,1.90215,1.6234,0.00061,0.8811,0.81739,0.88538,0.56326,1.84648,1.43207,0.00076,0.00137812,0.00137812,0.00137812
12,134.999,1.9096,1.59537,0.00062,0.88006,0.81917,0.88313,0.52724,2.10851,1.39492,0.00094,0.00126864,0.00126864,0.00126864
13,146.243,1.84721,1.45031,0.00059,0.88636,0.82744,0.89168,0.54811,1.9644,1.34221,0.00086,0.00115651,0.00115651,0.00115651
14,157.561,1.77397,1.45201,0.00056,0.88821,0.80936,0.88862,0.56885,1.8599,1.32593,0.00077,0.00104349,0.00104349,0.00104349
15,168.794,1.79272,1.42499,0.00055,0.88129,0.83236,0.89563,0.53292,2.02509,1.37921,0.00085,0.000931357,0.000931357,0.000931357
16,179.987,1.8117,1.46328,0.00055,0.89015,0.81254,0.89053,0.58667,1.76806,1.29406,0.00074,0.000821885,0.000821885,0.000821885
17,191.211,1.72227,1.34106,0.00053,0.89442,0.8047,0.88993,0.57973,1.81196,1.33197,0.00077,0.000716799,0.000716799,0.000716799
18,202.366,1.74593,1.42605,0.00055,0.89379,0.82339,0.8963,0.55088,1.96,1.34449,0.00078,0.000617756,0.000617756,0.000617756
19,213.417,1.68076,1.32685,0.00054,0.89987,0.81802,0.89345,0.58171,1.81664,1.26595,0.00078,0.000526318,0.000526318,0.000526318
20,224.695,1.70351,1.36011,0.00053,0.90138,0.8264,0.89813,0.5906,1.7728,1.26118,0.00074,0.000443928,0.000443928,0.000443928
21,245.505,1.49878,1.10528,0.00045,0.89717,0.8204,0.89206,0.59028,1.78947,1.2601,0.00073,0.000371885,0.000371885,0.000371885
22,256.146,1.46436,1.06429,0.00046,0.89782,0.82619,0.89876,0.60002,1.75356,1.20657,0.00071,0.000311324,0.000311324,0.000311324
23,266.952,1.46492,1.10013,0.00044,0.9037,0.8259,0.89975,0.57402,1.87469,1.27486,0.00075,0.000263201,0.000263201,0.000263201
24,277.73,1.47563,1.07713,0.00044,0.90755,0.81857,0.90012,0.62248,1.60547,1.17554,0.00067,0.000228275,0.000228275,0.000228275
25,288.443,1.45825,1.06843,0.00045,0.90535,0.8258,0.90106,0.55981,1.95838,1.27067,0.00077,0.000207097,0.000207097,0.000207097
