epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.8265,1.15118,3.68814,0.00246,0.93442,0.60608,0.75554,0.36223,1.2901,4.13307,0.00307,0.00022,0.00022,0.05622
2,43.5075,1.04079,1.95119,0.00214,0.86851,0.81249,0.88923,0.45142,1.20793,1.52464,0.00306,0.000442535,0.000442535,0.0114425
3,63.0025,0.98797,1.81361,0.00205,0.89239,0.80234,0.8914,0.56411,0.8929,1.33906,0.0022,0.000488988,0.000488988,0.000488988
4,81.7681,0.92648,1.61676,0.00192,0.86713,0.83829,0.89619,0.55642,0.93104,1.27043,0.0022,0.000475476,0.000475476,0.000475476
5,100.356,0.90998,1.64914,0.00183,0.87096,0.8528,0.90841,0.52536,1.02775,1.31713,0.00239,0.000457029,0.000457029,0.000457029
6,118.946,0.8989,1.50726,0.00177,0.87203,0.8477,0.90374,0.589,0.86428,1.18977,0.00207,0.000434099,0.000434099,0.000434099
7,137.664,0.88289,1.51334,0.0018,0.88745,0.83345,0.90823,0.60524,0.8384,1.15158,0.00201,0.000407252,0.000407252,0.000407252
8,156.502,0.84724,1.41744,0.00166,0.89372,0.83102,0.91446,0.57052,0.91844,1.22986,0.00212,0.000377148,0.000377148,0.000377148
9,175.867,0.88543,1.49983,0.00183,0.90378,0.84381,0.91389,0.61341,0.81111,1.11843,0.00198,0.000344529,0.000344529,0.000344529
10,195.108,0.82785,1.41628,0.00167,0.90687,0.83442,0.90981,0.57907,0.90567,1.22451,0.0022,0.000310198,0.000310198,0.000310198
11,221.858,0.73745,1.14958,0.0015,0.89967,0.83621,0.91213,0.56446,0.95665,1.20076,0.00223,0.000275,0.000275,0.000275
12,240.238,0.73831,1.14545,0.00148,0.90411,0.82104,0.90642,0.59808,0.86494,1.15556,0.00204,0.000239802,0.000239802,0.000239802
13,258.444,0.74183,1.16312,0.00147,0.90439,0.82377,0.90934,0.56592,0.92884,1.28332,0.00216,0.000205471,0.000205471,0.000205471
14,276.85,0.73292,1.10013,0.00147,0.90023,0.83483,0.91527,0.59708,0.86815,1.21829,0.00205,0.000172852,0.000172852,0.000172852
15,295.734,0.71924,1.05464,0.00144,0.9154,0.82999,0.9175,0.57508,0.92915,1.18427,0.00226,0.000142748,0.000142748,0.000142748
16,314.686,0.72655,1.05015,0.00144,0.8818,0.85695,0.91661,0.61286,0.83656,1.14041,0.002,0.000115901,0.000115901,0.000115901
17,333.673,0.72979,1.0286,0.00145,0.91162,0.8293,0.91413,0.63366,0.77704,1.09634,0.00186,9.29712e-05,9.29712e-05,9.29712e-05
18,352.771,0.72003,1.01892,0.00142,0.91387,0.83552,0.91696,0.60526,0.85316,1.14737,0.00203,7.45235e-05,7.45235e-05,7.45235e-05
19,371.737,0.69622,1.01583,0.00138,0.9224,0.83207,0.91755,0.64408,0.75823,1.07945,0.00183,6.10123e-05,6.10123e-05,6.10123e-05
20,390.819,0.69559,0.99129,0.00137,0.91807,0.82856,0.91821,0.61032,0.84815,1.14143,0.00198,5.27701e-05,5.27701e-05,5.27701e-05
