epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.0882,0.42544,2.06474,0.00066,0.82579,0.71596,0.82064,0.46535,0.43592,0.88694,0.00089,0.0022,0.0022,0.0802
2,22.4449,0.37562,0.95669,0.0006,0.87358,0.74977,0.85462,0.51022,0.40996,0.80398,0.00084,0.00447258,0.00447258,0.0594726
3,31.7978,0.36693,0.85971,0.00057,0.8914,0.75444,0.863,0.51998,0.40798,0.7633,0.00094,0.00663526,0.00663526,0.0386353
4,41.1265,0.37993,0.91093,0.00061,0.86857,0.78552,0.8581,0.44288,0.48012,0.87061,0.00112,0.00860904,0.00860904,0.017609
5,50.4061,0.37625,1.07387,0.00059,0.90525,0.75269,0.86948,0.56678,0.35568,0.93803,0.00075,0.00905463,0.00905463,0.00905463
6,59.7737,0.35963,0.99404,0.00056,0.87431,0.79321,0.88204,0.53193,0.40762,0.77635,0.00089,0.00855018,0.00855018,0.00855018
7,69.0351,0.37954,0.83595,0.00061,0.87073,0.81479,0.87943,0.45548,0.49311,0.87126,0.00117,0.00795954,0.00795954,0.00795954
8,78.3443,0.38324,0.80097,0.00062,0.88217,0.79681,0.88003,0.50433,0.431,0.74658,0.001,0.00729725,0.00729725,0.00729725
9,87.6185,0.34725,0.79601,0.00053,0.84727,0.81202,0.88081,0.55743,0.37319,0.89971,0.00078,0.00657963,0.00657963,0.00657963
10,96.9052,0.33968,0.72144,0.00051,0.8592,0.80972,0.88139,0.54773,0.38551,0.78691,0.00084,0.00582435,0.00582435,0.00582435
11,106.203,0.35785,0.6964,0.00055,0.87388,0.81404,0.88228,0.50644,0.4266,0.7678,0.00098,0.00505,0.00505,0.00505
12,115.545,0.34567,0.65956,0.00053,0.88007,0.82155,0.88879,0.50716,0.42546,0.76404,0.00105,0.00427565,0.00427565,0.00427565
13,124.858,0.3469,0.64736,0.00051,0.88881,0.81963,0.89188,0.58533,0.3498,0.63522,0.00077,0.00352037,0.00352037,0.00352037
14,134.284,0.32391,0.61382,0.00047,0.88409,0.82723,0.89441,0.56172,0.37597,0.64777,0.00078,0.00280275,0.00280275,0.00280275
15,143.602,0.32432,0.606,0.00047,0.8733,0.82886,0.89683,0.58258,0.3583,0.63135,0.00073,0.00214046,0.00214046,0.00214046
16,161.222,0.31662,0.58496,0.00049,0.87113,0.83158,0.89811,0.57825,0.36234,0.62791,0.00074,0.00154982,0.00154982,0.00154982
17,170.225,0.31296,0.58154,0.00047,0.85654,0.83351,0.89699,0.57954,0.35615,0.63296,0.00072,0.00104537,0.00104537,0.00104537
18,179.245,0.30963,0.56921,0.00047,0.91373,0.79057,0.89526,0.58152,0.35431,0.63685,0.0007,0.000639518,0.000639518,0.000639518
19,188.255,0.30855,0.57867,0.00046,0.88246,0.8141,0.89719,0.57507,0.36245,0.63264,0.00073,0.00034227,0.00034227,0.00034227
20,197.278,0.30745,0.56837,0.00046,0.8793,0.83069,0.89959,0.57377,0.36398,0.63758,0.00073,0.000160943,0.000160943,0.000160943
