epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.2668,1.27045,4.94851,0.00215,0.83987,0.69867,0.79156,0.41319,1.20243,2.35338,0.00335,0.000384615,0.000384615,0.000384615
2,22.5192,1.16128,2.63037,0.00199,0.84838,0.74684,0.82991,0.51314,0.99799,1.74971,0.00266,0.000781553,0.000781553,0.000781553
3,33.7339,1.11173,2.11713,0.00188,0.83882,0.77795,0.84664,0.50927,1.00611,1.54098,0.00266,0.00116619,0.00116619,0.00116619
4,44.9619,1.14337,2.04034,0.00194,0.86316,0.78481,0.85968,0.45602,1.12857,2.17315,0.00314,0.00152953,0.00152953,0.00152953
5,56.1589,1.14876,2.12978,0.00191,0.87171,0.77878,0.85344,0.45696,1.16595,1.65686,0.00359,0.0018631,0.0018631,0.0018631
6,67.3312,1.1495,1.93573,0.00187,0.84409,0.8093,0.87049,0.54537,0.97815,1.47951,0.00265,0.00181093,0.00181093,0.00181093
7,78.6681,1.13119,1.90062,0.00184,0.86724,0.78356,0.86486,0.5444,0.95435,1.53362,0.00256,0.00173168,0.00173168,0.00173168
8,89.8604,1.09815,1.843,0.0019,0.86639,0.78481,0.86526,0.49527,1.09079,1.62846,0.00318,0.00164105,0.00164105,0.00164105
9,101.028,1.11558,1.799,0.00179,0.86335,0.80734,0.87217,0.50301,1.07087,1.53741,0.00269,0.00154047,0.00154047,0.00154047
10,112.287,1.0925,1.69367,0.00182,0.88364,0.78843,0.8745,0.53534,0.98599,1.51268,0.0025,0.00143152,0.00143152,0.00143152
11,123.511,1.13029,1.71115,0.0017,0.85586,0.81615,0.87905,0.47151,1.13074,1.60191,0.00353,0.00131593,0.00131593,0.00131593
12,134.667,1.05872,1.61923,0.00163,0.86803,0.80229,0.87733,0.44957,1.218,1.57942,0.00334,0.00119551,0.00119551,0.00119551
13,145.807,1.01016,1.53643,0.00156,0.87295,0.81193,0.88557,0.51359,1.04499,1.53549,0.00255,0.00107216,0.00107216,0.00107216
14,157.007,1.05106,1.53859,0.0016,0.87536,0.81283,0.88699,0.55393,0.95396,1.40129,0.00234,0.000947837,0.000947837,0.000947837
15,168.202,1.04835,1.55557,0.00158,0.87985,0.81662,0.88544,0.50362,1.08197,1.45018,0.00257,0.000824492,0.000824492,0.000824492
16,187.947,0.94342,1.38284,0.00172,0.87487,0.80108,0.88368,0.56522,0.93231,1.39192,0.00239,0.000704073,0.000704073,0.000704073
17,198.661,0.91855,1.41282,0.00164,0.88437,0.82062,0.8925,0.53344,1.01488,1.42866,0.00244,0.000588479,0.000588479,0.000588479
18,209.248,0.9223,1.33973,0.00163,0.88662,0.82019,0.89151,0.54771,0.99471,1.33898,0.00245,0.000479531,0.000479531,0.000479531
19,219.833,0.89521,1.31322,0.00154,0.88076,0.81796,0.89076,0.56958,0.94327,1.32189,0.00227,0.00037895,0.00037895,0.00037895
20,230.529,0.8886,1.31247,0.00158,0.87986,0.81796,0.88978,0.54613,0.99865,1.38171,0.00252,0.000288321,0.000288321,0.000288321
21,241.154,0.87735,1.28165,0.00157,0.89249,0.8056,0.89101,0.56891,0.93617,1.36854,0.00224,0.000209073,0.000209073,0.000209073
22,251.789,0.89449,1.34764,0.00151,0.88854,0.81073,0.89388,0.56932,0.93504,1.36522,0.00226,0.000142456,0.000142456,0.000142456
23,262.46,0.96477,1.41111,0.00154,0.88185,0.82778,0.89533,0.58275,0.90891,1.31044,0.00219,8.95213e-05,8.95213e-05,8.95213e-05
24,273.189,0.88773,1.28505,0.00145,0.88134,0.8258,0.89437,0.57326,0.93364,1.3175,0.00222,5.11027e-05,5.11027e-05,5.11027e-05
25,283.83,0.85784,1.24571,0.00149,0.88262,0.82037,0.89702,0.57295,0.93197,1.31546,0.00223,2.78064e-05,2.78064e-05,2.78064e-05
