epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.5941,1.24657,1.89204,0.00275,0.91016,0.13303,0.34301,0.15798,1.46842,2.62038,0.00479,0.00011,0.00011,0.07811
2,30.5311,1.06828,0.99614,0.0022,0.77231,0.6587,0.75272,0.37668,1.27704,1.06662,0.00338,0.000213806,0.000213806,0.0552138
3,37.1868,1.01228,0.95311,0.00205,0.83595,0.73946,0.83128,0.4756,1.09325,0.85219,0.00273,0.00030617,0.00030617,0.0323062
4,46.8731,0.98506,0.86024,0.00195,0.84855,0.78093,0.86098,0.47178,1.13178,0.82702,0.00267,0.000387091,0.000387091,0.00938709
5,57.5045,0.95873,0.85129,0.0019,0.85879,0.77336,0.86774,0.51872,1.0134,0.81562,0.00241,0.0004005,0.0004005,0.0004005
6,64.4566,0.96002,0.83592,0.00188,0.84235,0.80373,0.87107,0.52006,1.01202,0.9085,0.00243,0.000375625,0.000375625,0.000375625
7,78.7404,0.9203,0.80832,0.00177,0.86208,0.79483,0.87868,0.53682,0.98627,0.73933,0.00231,0.00035075,0.00035075,0.00035075
8,90.6233,0.91092,0.75406,0.00177,0.88467,0.79613,0.87952,0.56269,0.92091,0.68546,0.00219,0.000325875,0.000325875,0.000325875
9,100.89,0.91354,0.74658,0.00172,0.86828,0.81091,0.88158,0.55614,0.9387,0.70095,0.00223,0.000301,0.000301,0.000301
10,108.016,0.90274,0.75201,0.00173,0.87918,0.80511,0.88978,0.55518,0.94822,0.68599,0.00227,0.000276125,0.000276125,0.000276125
11,119.691,0.90508,0.72538,0.00174,0.87682,0.80679,0.88901,0.57006,0.91711,0.67372,0.0022,0.00025125,0.00025125,0.00025125
12,139.644,0.9183,0.73976,0.00176,0.88677,0.81202,0.89048,0.56391,0.92546,0.70341,0.00222,0.000226375,0.000226375,0.000226375
13,150.853,0.88601,0.71602,0.0017,0.87794,0.80373,0.88875,0.56105,0.94624,0.6714,0.00219,0.0002015,0.0002015,0.0002015
14,156.643,0.87848,0.72087,0.00165,0.89182,0.82032,0.89357,0.5746,0.91171,0.6571,0.00216,0.000176625,0.000176625,0.000176625
15,162.415,0.8722,0.70157,0.00163,0.87978,0.82377,0.89329,0.57974,0.90297,0.65235,0.00218,0.00015175,0.00015175,0.00015175
16,168.227,0.87734,0.6903,0.00165,0.89884,0.8065,0.8949,0.56987,0.92489,0.67005,0.00216,0.000126875,0.000126875,0.000126875
17,173.752,0.85937,0.69015,0.00164,0.87094,0.82585,0.89397,0.55292,0.97198,0.67238,0.00222,0.000102,0.000102,0.000102
18,179.382,0.85199,0.66512,0.00158,0.88739,0.82232,0.89396,0.57732,0.9117,0.64349,0.00217,7.7125e-05,7.7125e-05,7.7125e-05
19,184.875,0.85592,0.66375,0.00158,0.88321,0.82308,0.89476,0.57694,0.91224,0.65234,0.00212,5.225e-05,5.225e-05,5.225e-05
20,190.368,0.86021,0.66393,0.00159,0.88499,0.82585,0.89444,0.58393,0.89654,0.64653,0.0021,2.7375e-05,2.7375e-05,2.7375e-05
