epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.438,0.62832,4.29951,0.0009,0.00073,0.01382,1e-05,0,0.43556,3.45462,0.00095,9.56522e-05,9.56522e-05,0.0809652
2,40.339,0.56664,3.84654,0.0008,0.00044,0.00829,0,0,0.42821,3.4229,0.00092,0.000185918,0.000185918,0.0610555
3,44.3865,0.55956,3.41261,0.00077,0.02256,0.42571,0.21002,0.13448,0.43759,3.10293,0.00094,0.000266235,0.000266235,0.0411358
4,48.2718,0.57886,2.77032,0.00079,0.51277,0.22598,0.29696,0.18072,0.4563,2.2803,0.00097,0.000336601,0.000336601,0.0212062
5,52.0407,0.57846,2.36176,0.00075,0.36545,0.39046,0.32101,0.19096,0.45649,1.89021,0.00097,0.000397017,0.000397017,0.00126658
6,55.8817,0.55887,2.25304,0.00072,0.41208,0.42364,0.36931,0.21235,0.43071,1.84473,0.00093,0.000375625,0.000375625,0.000375625
7,59.6392,0.55425,2.17238,0.00072,0.40016,0.45059,0.38793,0.21869,0.42723,1.83133,0.00092,0.00035075,0.00035075,0.00035075
8,63.3613,0.55757,2.0779,0.00069,0.40878,0.49359,0.39869,0.22025,0.42909,1.73473,0.00092,0.000325875,0.000325875,0.000325875
9,67.1062,0.54029,2.02083,0.00068,0.4259,0.49525,0.41072,0.22885,0.42162,1.6569,0.00091,0.000301,0.000301,0.000301
10,70.8787,0.53426,1.9955,0.00067,0.44751,0.48583,0.42722,0.24526,0.41249,1.60644,0.00089,0.000276125,0.000276125,0.000276125
11,81.0316,0.46204,2.24167,0.00074,0.43768,0.48998,0.42955,0.25648,0.41229,1.61675,0.00091,0.00025125,0.00025125,0.00025125
12,84.4649,0.43248,2.1117,0.0007,0.43374,0.4651,0.41692,0.25877,0.41312,1.60395,0.0009,0.000226375,0.000226375,0.000226375
13,87.8854,0.45904,2.05604,0.00074,0.4608,0.4837,0.44194,0.26663,0.4175,1.57141,0.00091,0.0002015,0.0002015,0.0002015
14,91.3425,0.44669,1.99043,0.00071,0.47796,0.50935,0.47123,0.27556,0.41985,1.52345,0.00091,0.000176625,0.000176625,0.000176625
15,94.7635,0.44474,1.93353,0.0007,0.48566,0.52177,0.48396,0.27865,0.41997,1.50067,0.00091,0.00015175,0.00015175,0.00015175
16,98.2968,0.44529,1.89768,0.00072,0.48228,0.52592,0.49161,0.28476,0.42003,1.47416,0.00091,0.000126875,0.000126875,0.000126875
17,101.718,0.46738,1.88338,0.00071,0.49463,0.52039,0.49952,0.28969,0.41868,1.45758,0.00091,0.000102,0.000102,0.000102
18,105.317,0.45851,1.85798,0.0007,0.4969,0.52558,0.50328,0.29463,0.41828,1.44389,0.00091,7.7125e-05,7.7125e-05,7.7125e-05
19,108.737,0.44364,1.80121,0.0007,0.5072,0.53006,0.50892,0.29888,0.41545,1.43461,0.0009,5.225e-05,5.225e-05,5.225e-05
20,118.052,0.44593,1.79377,0.00069,0.50433,0.52948,0.5121,0.30067,0.41627,1.42589,0.0009,2.7375e-05,2.7375e-05,2.7375e-05
