epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.3016,1.58554,8.58805,0.00353,0.81556,0.67532,0.78051,0.47352,1.57452,3.96282,0.00438,0.00044,0.00044,0.00044
2,16.6772,1.44159,4.16608,0.00304,0.77843,0.70652,0.76892,0.44782,1.65227,5.65882,0.00488,0.000895014,0.000895014,0.000895014
3,21.9203,1.48297,3.44028,0.00312,0.70339,0.68072,0.73588,0.41569,1.61278,7.38127,0.0051,0.00133005,0.00133005,0.00133005
4,27.1369,1.54892,3.50209,0.00338,0.85243,0.7754,0.84635,0.50166,1.56565,3.52583,0.00454,0.00173073,0.00173073,0.00173073
5,32.3781,1.55102,3.44488,0.00338,0.8241,0.76086,0.82224,0.48629,1.60058,3.61535,0.00454,0.00182812,0.00182812,0.00182812
6,37.6671,1.48586,3.21027,0.00327,0.87621,0.77954,0.85689,0.54804,1.43936,2.972,0.00402,0.0017364,0.0017364,0.0017364
7,42.9265,1.43309,3.07419,0.00299,0.86595,0.76918,0.85499,0.53008,1.48661,3.09299,0.00456,0.00162901,0.00162901,0.00162901
8,48.1352,1.37498,2.89324,0.00295,0.88254,0.77885,0.86023,0.56366,1.40118,2.79785,0.00402,0.00150859,0.00150859,0.00150859
9,53.3757,1.41544,2.89476,0.00297,0.89083,0.80642,0.87767,0.54706,1.45356,2.69161,0.0043,0.00137812,0.00137812,0.00137812
10,58.5773,1.42762,2.68603,0.00307,0.88836,0.80166,0.88931,0.57592,1.37266,2.44577,0.00389,0.00124079,0.00124079,0.00124079
11,63.9401,1.34056,2.54204,0.0028,0.88831,0.78576,0.88101,0.58588,1.32767,2.48226,0.0037,0.0011,0.0011,0.0011
12,69.2208,1.27617,2.47633,0.00258,0.87959,0.79959,0.8855,0.5885,1.30974,2.63181,0.00355,0.000959209,0.000959209,0.000959209
13,74.4818,1.25912,2.38237,0.0025,0.88822,0.7963,0.8898,0.5938,1.31621,2.38547,0.00359,0.000821885,0.000821885,0.000821885
14,79.7366,1.23448,2.32617,0.00243,0.89315,0.79143,0.89269,0.59948,1.28302,2.4781,0.00346,0.000691409,0.000691409,0.000691409
15,85.0937,1.21295,2.26698,0.00239,0.89858,0.80235,0.89096,0.6164,1.24121,2.34235,0.00338,0.000570993,0.000570993,0.000570993
16,90.3647,1.21309,2.26035,0.0024,0.86438,0.83552,0.89622,0.60938,1.27539,2.37923,0.00352,0.000463604,0.000463604,0.000463604
17,95.5527,1.17933,2.22726,0.00232,0.87064,0.83207,0.89442,0.61059,1.26195,2.34781,0.00345,0.000371885,0.000371885,0.000371885
18,100.766,1.18411,2.22959,0.00238,0.88332,0.8266,0.89649,0.61424,1.25639,2.32039,0.0034,0.000298094,0.000298094,0.000298094
19,106.069,1.1657,2.20966,0.00229,0.88067,0.81755,0.89462,0.61371,1.24548,2.32597,0.00334,0.000244049,0.000244049,0.000244049
20,111.295,1.15248,2.16809,0.00228,0.87675,0.83207,0.89925,0.61209,1.25124,2.33408,0.0035,0.00021108,0.00021108,0.00021108
