epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,52.5571,1.83078,7.80969,0.00162,0.74424,0.51393,0.66685,0.40469,1.72695,3.1666,0.00214,0.000196078,0.000196078,0.0805882
2,73.8037,1.73282,3.07,0.00148,0.80914,0.71609,0.80457,0.51226,1.69104,1.83144,0.00207,0.000394595,0.000394595,0.0607868
3,94.9712,1.66522,2.15354,0.00145,0.82516,0.75829,0.84563,0.55231,1.67302,1.51553,0.00205,0.000587183,0.000587183,0.0409793
4,116.267,1.70156,1.85907,0.00148,0.85452,0.783,0.86623,0.57517,1.64757,1.37572,0.00204,0.000769524,0.000769524,0.0211617
5,137.676,1.6782,1.65366,0.00143,0.89051,0.78933,0.87842,0.59316,1.63624,1.27433,0.00201,0.000937555,0.000937555,0.00132971
6,158.996,1.66742,1.54502,0.00143,0.89201,0.78843,0.88234,0.60377,1.62773,1.23653,0.00204,0.000909283,0.000909283,0.000909283
7,180.37,1.6204,1.4326,0.00142,0.89219,0.79867,0.88994,0.61301,1.60865,1.20376,0.00198,0.00087126,0.00087126,0.00087126
8,201.633,1.59021,1.40038,0.00141,0.88925,0.8053,0.89366,0.61783,1.59612,1.18564,0.00198,0.000827776,0.000827776,0.000827776
9,223.07,1.61596,1.38187,0.00139,0.86448,0.83437,0.89537,0.62259,1.57384,1.16067,0.00191,0.000779518,0.000779518,0.000779518
10,244.404,1.59848,1.35978,0.00135,0.88975,0.81615,0.89757,0.62626,1.57077,1.12908,0.0019,0.000727245,0.000727245,0.000727245
11,265.725,1.57179,1.29478,0.00135,0.8852,0.82218,0.89646,0.6337,1.56066,1.11969,0.00188,0.000671783,0.000671783,0.000671783
12,287.157,1.5816,1.31269,0.00134,0.8878,0.82158,0.89749,0.63293,1.56182,1.12957,0.00188,0.000614006,0.000614006,0.000614006
13,309.044,1.54842,1.27808,0.00135,0.89733,0.82187,0.90029,0.63618,1.54736,1.12771,0.00187,0.000554825,0.000554825,0.000554825
14,331.005,1.53868,1.25523,0.00131,0.89245,0.827,0.90117,0.63864,1.53617,1.10579,0.00186,0.000495175,0.000495175,0.000495175
15,352.929,1.50191,1.23236,0.00129,0.89553,0.8267,0.90124,0.64053,1.52978,1.10073,0.00185,0.000435994,0.000435994,0.000435994
16,375.105,1.5163,1.24357,0.0013,0.89873,0.82918,0.90235,0.6378,1.5433,1.112,0.00187,0.000378217,0.000378217,0.000378217
17,397.275,1.51721,1.25954,0.00128,0.89605,0.82613,0.90213,0.6405,1.53082,1.11271,0.00186,0.000322755,0.000322755,0.000322755
18,419.383,1.53236,1.21159,0.00131,0.90158,0.8252,0.90378,0.64543,1.5265,1.10762,0.00185,0.000270482,0.000270482,0.000270482
19,441.462,1.50668,1.21618,0.00125,0.89246,0.82881,0.90207,0.6448,1.52434,1.11469,0.00184,0.000222224,0.000222224,0.000222224
20,463.634,1.50902,1.23705,0.00127,0.90075,0.83152,0.90359,0.64458,1.52889,1.09466,0.00183,0.00017874,0.00017874,0.00017874
21,497.971,1.47807,1.15509,0.00127,0.89342,0.83374,0.90394,0.64325,1.53475,1.12185,0.00184,0.000140717,0.000140717,0.000140717
22,519.107,1.47547,1.17137,0.00129,0.88952,0.83424,0.90329,0.64192,1.5313,1.12292,0.00184,0.000108754,0.000108754,0.000108754
23,540.415,1.48365,1.17152,0.00127,0.88685,0.83665,0.90298,0.64203,1.5367,1.12514,0.00184,8.33562e-05,8.33562e-05,8.33562e-05
24,561.729,1.47534,1.1659,0.00126,0.88559,0.83605,0.90243,0.64156,1.53378,1.12359,0.00184,6.4923e-05,6.4923e-05,6.4923e-05
25,583.099,1.4615,1.16425,0.00126,0.88993,0.83424,0.90232,0.64277,1.53132,1.11382,0.00184,5.37455e-05,5.37455e-05,5.37455e-05
