epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.9788,1.90684,3.37762,0.00058,0.77835,0.69639,0.7801,0.45861,1.93236,1.19337,0.00076,0.0015,0.0015,0.0515
2,60.0308,1.80793,1.18751,0.00055,0.81386,0.75347,0.83305,0.51292,1.93615,0.80923,0.00077,0.00298876,0.00298876,0.00298876
3,81.2035,1.77479,0.91035,0.00055,0.84244,0.77215,0.85626,0.54606,1.82922,0.71209,0.00073,0.00295523,0.00295523,0.00295523
4,102.385,1.79812,0.81315,0.00057,0.84604,0.80651,0.87057,0.51123,2.06224,0.73198,0.00089,0.00289993,0.00289993,0.00289993
5,123.655,1.7935,0.74949,0.00055,0.86603,0.81736,0.87862,0.51707,2.07551,0.69666,0.00088,0.00282374,0.00282374,0.00282374
6,144.831,1.76654,0.72269,0.00055,0.90413,0.7845,0.88554,0.52045,2.07317,0.698,0.00089,0.00272785,0.00272785,0.00272785
7,166.115,1.72857,0.66661,0.00055,0.88871,0.81832,0.89631,0.57838,1.80974,0.63127,0.00071,0.00261378,0.00261378,0.00261378
8,187.396,1.70624,0.66846,0.00055,0.89342,0.81856,0.89412,0.58027,1.79465,0.63336,0.00072,0.00248333,0.00248333,0.00248333
9,208.715,1.69301,0.68224,0.00052,0.89299,0.81483,0.89682,0.60813,1.66827,0.60513,0.00069,0.00233855,0.00233855,0.00233855
10,229.889,1.68122,0.66806,0.00051,0.87264,0.84027,0.8962,0.51944,2.11606,0.67871,0.00085,0.00218174,0.00218174,0.00218174
11,250.943,1.64901,0.63386,0.0005,0.88521,0.82739,0.89767,0.54174,2.01397,0.64793,0.00086,0.00201535,0.00201535,0.00201535
12,272.094,1.65204,0.64364,0.00049,0.87581,0.84171,0.903,0.55297,1.96207,0.62639,0.00082,0.00184202,0.00184202,0.00184202
13,293.173,1.61739,0.63152,0.0005,0.88912,0.83134,0.902,0.60283,1.72742,0.59892,0.00069,0.00166448,0.00166448,0.00166448
14,314.315,1.59608,0.62944,0.00048,0.87606,0.84569,0.89962,0.60566,1.71684,0.61237,0.00068,0.00148552,0.00148552,0.00148552
15,335.525,1.53808,0.59988,0.00046,0.90331,0.81095,0.89809,0.58949,1.80744,0.6184,0.00073,0.00130798,0.00130798,0.00130798
16,356.773,1.5389,0.603,0.00046,0.91544,0.81567,0.90442,0.6098,1.71295,0.59829,0.00067,0.00113465,0.00113465,0.00113465
17,378.066,1.54578,0.60874,0.00045,0.8894,0.82942,0.90016,0.6067,1.71112,0.59031,0.00067,0.000968265,0.000968265,0.000968265
18,399.2,1.54356,0.58803,0.00046,0.89717,0.82569,0.90124,0.58889,1.79876,0.59851,0.0007,0.000811447,0.000811447,0.000811447
19,420.336,1.49083,0.5829,0.00043,0.89663,0.83135,0.90274,0.60737,1.71244,0.58234,0.00066,0.000666671,0.000666671,0.000666671
20,441.464,1.49153,0.58453,0.00044,0.88657,0.83785,0.90106,0.61728,1.65398,0.56959,0.00066,0.00053622,0.00053622,0.00053622
21,471.627,1.44208,0.55417,0.00043,0.88378,0.83883,0.90088,0.60206,1.74013,0.58283,0.00068,0.000422151,0.000422151,0.000422151
22,492.566,1.43409,0.56332,0.00044,0.88704,0.83309,0.90413,0.61373,1.67662,0.58826,0.00066,0.000326263,0.000326263,0.000326263
23,513.573,1.44182,0.55921,0.00043,0.90275,0.82218,0.90569,0.61239,1.68549,0.60084,0.00066,0.000250069,0.000250069,0.000250069
24,534.577,1.43974,0.56645,0.00043,0.8792,0.83791,0.90461,0.62396,1.63145,0.59112,0.00064,0.000194769,0.000194769,0.000194769
25,555.625,1.41096,0.55747,0.00042,0.90357,0.81893,0.90639,0.61087,1.69611,0.59564,0.00067,0.000161237,0.000161237,0.000161237
