epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.6848,1.17707,20.5168,0.00388,0.00065,0.01117,2e-05,0,0.93716,14.8674,0.00414,6e-05,6e-05,0.08806
2,14.0166,1.13223,17.7535,0.00346,0.00137,0.02346,4e-05,1e-05,0.91237,15.0511,0.00414,0.000124307,0.000124307,0.0751243
3,17.3293,1.12,16.5023,0.00356,0.00118,0.02011,3e-05,1e-05,0.90974,15.2482,0.00407,0.000185815,0.000185815,0.0621858
4,20.6001,1.10255,15.5195,0.00344,0.00092,0.01564,2e-05,1e-05,0.91598,14.7505,0.00411,0.000242493,0.000242493,0.0492425
5,23.9227,1.08556,14.4696,0.00344,0.00771,0.13184,0.01172,0.0076,0.92047,14.1977,0.00413,0.000292498,0.000292498,0.0362925
6,27.2111,1.07805,13.4675,0.00327,0.03484,0.59553,0.29501,0.17584,0.93072,12.9775,0.00415,0.000334256,0.000334256,0.0233343
7,30.5451,1.085,11.8346,0.00335,0.04516,0.77207,0.31261,0.18541,0.94134,11.5069,0.00419,0.000366527,0.000366527,0.0103665
8,33.8282,1.10313,10.768,0.00334,0.47261,0.26704,0.31775,0.18191,0.97821,8.71028,0.00435,0.000377148,0.000377148,0.000377148
9,37.364,1.09042,9.89454,0.00346,0.40544,0.38994,0.33377,0.19324,0.98613,7.67032,0.00439,0.000344529,0.000344529,0.000344529
10,40.5992,1.05687,9.77176,0.00335,0.42509,0.40112,0.35809,0.21089,0.98587,7.41365,0.00434,0.000310198,0.000310198,0.000310198
11,43.8985,1.08687,9.68077,0.00333,0.43453,0.41229,0.3919,0.23759,0.97613,7.29013,0.00431,0.000275,0.000275,0.000275
12,47.17,1.07531,9.44286,0.00331,0.43564,0.43642,0.4151,0.25039,0.97935,7.06447,0.00433,0.000239802,0.000239802,0.000239802
13,50.4814,1.07581,9.27127,0.00329,0.43423,0.45108,0.41939,0.25157,0.97614,6.95558,0.00431,0.000205471,0.000205471,0.000205471
14,53.7374,1.06504,9.14213,0.00327,0.44469,0.45475,0.43167,0.25753,0.97966,6.86125,0.0043,0.000172852,0.000172852,0.000172852
15,57.0923,1.10232,9.19806,0.00321,0.44215,0.47374,0.43902,0.26179,0.98039,6.78962,0.00433,0.000142748,0.000142748,0.000142748
16,60.4035,1.07702,9.00667,0.00326,0.44993,0.48045,0.44847,0.26955,0.97756,6.74035,0.0043,0.000115901,0.000115901,0.000115901
17,63.6895,1.07845,9.01332,0.00316,0.45151,0.47821,0.4515,0.27065,0.97541,6.72605,0.00429,9.29712e-05,9.29712e-05,9.29712e-05
18,67.0202,1.08401,8.92,0.00323,0.4502,0.4838,0.45334,0.27171,0.97728,6.6915,0.00429,7.45235e-05,7.45235e-05,7.45235e-05
19,70.3123,1.05281,8.71628,0.00321,0.45172,0.48045,0.45442,0.2731,0.97696,6.6626,0.00429,6.10123e-05,6.10123e-05,6.10123e-05
20,73.6939,1.07098,8.7412,0.00325,0.45206,0.48492,0.4565,0.27469,0.97998,6.61101,0.00428,5.27701e-05,5.27701e-05,5.27701e-05
