epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.83742,1.30459,2.6228,0.00091,0.57952,0.43579,0.44145,0.2388,1.12208,1.9332,0.00093,6e-05,6e-05,0.08806
2,13.1135,1.16975,2.22239,0.00081,0.59783,0.53073,0.52285,0.29082,1.09522,1.66711,0.00094,0.000119062,0.000119062,0.0751191
3,16.3779,1.11679,1.90537,0.00073,0.62396,0.58324,0.59087,0.33141,1.12032,1.4853,0.00097,0.00017195,0.00017195,0.062172
4,19.6594,1.12912,1.68809,0.00073,0.67282,0.60335,0.64878,0.38736,1.06493,1.28686,0.00092,0.000218663,0.000218663,0.0492187
5,22.9374,1.12294,1.5121,0.00073,0.74627,0.57989,0.68743,0.39949,1.09099,1.19763,0.00093,0.0002592,0.0002592,0.0362592
6,26.2992,1.0992,1.41219,0.00069,0.76186,0.60766,0.71162,0.41204,1.09744,1.11179,0.00093,0.000293562,0.000293562,0.0232936
7,29.5518,1.08157,1.33415,0.0007,0.73544,0.63575,0.7237,0.40855,1.13121,1.08713,0.00094,0.00032175,0.00032175,0.0103218
8,32.76,1.08133,1.25071,0.0007,0.76892,0.65435,0.74235,0.42021,1.12441,1.01885,0.00094,0.00033375,0.00033375,0.00033375
9,36.0453,1.09053,1.21085,0.00069,0.78266,0.66034,0.75029,0.42953,1.10306,1.00107,0.00092,0.00031,0.00031,0.00031
10,39.2988,1.08324,1.18552,0.00069,0.78966,0.67039,0.75864,0.43643,1.09676,0.99416,0.00091,0.00028625,0.00028625,0.00028625
11,47.1855,0.99992,1.07805,0.00064,0.80585,0.67039,0.76346,0.42645,1.12995,0.95504,0.00095,0.0002625,0.0002625,0.0002625
12,50.3704,0.98485,1.0146,0.00063,0.80965,0.67821,0.77236,0.4391,1.11011,0.92828,0.00093,0.00023875,0.00023875,0.00023875
13,53.4771,0.99425,0.98693,0.00062,0.82027,0.6731,0.77483,0.44365,1.09624,0.92191,0.00092,0.000215,0.000215,0.000215
14,56.5845,0.97221,0.9543,0.00062,0.81154,0.6784,0.77444,0.4451,1.09773,0.9152,0.00091,0.00019125,0.00019125,0.00019125
15,59.7001,0.96714,0.94565,0.0006,0.80628,0.68045,0.77527,0.44612,1.0997,0.9165,0.00091,0.0001675,0.0001675,0.0001675
16,62.816,0.97324,0.94542,0.0006,0.82873,0.67263,0.78015,0.44381,1.10475,0.92359,0.00092,0.00014375,0.00014375,0.00014375
17,66.0078,0.96543,0.92205,0.00061,0.82709,0.6734,0.77903,0.44349,1.11095,0.92031,0.00091,0.00012,0.00012,0.00012
18,69.0877,0.96039,0.90932,0.0006,0.834,0.67821,0.78139,0.44927,1.09333,0.90708,0.0009,9.625e-05,9.625e-05,9.625e-05
19,72.2228,0.96864,0.91838,0.00061,0.83328,0.68129,0.78228,0.44798,1.10001,0.90174,0.00091,7.25e-05,7.25e-05,7.25e-05
20,75.3178,0.96039,0.89924,0.0006,0.83979,0.67598,0.78307,0.44918,1.10233,0.89775,0.00091,4.875e-05,4.875e-05,4.875e-05
