epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.61632,2.21648,1.3268,0.00113,0.63178,0.46927,0.50195,0.28026,1.79769,0.87918,0.00103,0.00036,0.00036,0.08836
2,4.98463,2.04658,1.14791,0.00097,0.65391,0.50391,0.54835,0.31311,1.74634,0.77071,0.00102,0.000745429,0.000745429,0.0757454
3,7.35993,1.9373,0.96292,0.00089,0.68076,0.55419,0.61674,0.3403,1.79075,0.665,0.00103,0.00111238,0.00111238,0.0631124
4,9.72479,1.90882,0.8078,0.00092,0.69795,0.55768,0.62925,0.34451,1.82477,0.61934,0.00105,0.00144745,0.00144745,0.0504475
5,12.0762,1.85939,0.72831,0.00087,0.72882,0.57654,0.65297,0.36786,1.76275,0.58713,0.00102,0.00173849,0.00173849,0.0377385
6,14.544,1.93101,0.71182,0.00092,0.74488,0.59046,0.67455,0.3962,1.69508,0.54164,0.00099,0.00197509,0.00197509,0.0249751
7,16.8771,1.79153,0.65292,0.00083,0.7727,0.61532,0.70675,0.40767,1.68038,0.52397,0.00096,0.00214907,0.00214907,0.0121491
8,19.2149,1.83747,0.6601,0.00086,0.78145,0.62323,0.71847,0.39521,1.7649,0.51269,0.00103,0.00218918,0.00218918,0.00218918
9,21.529,1.87595,0.64226,0.00084,0.7742,0.63017,0.71992,0.41553,1.68374,0.50474,0.00094,0.00197389,0.00197389,0.00197389
10,23.8652,1.90142,0.64659,0.00087,0.80563,0.63447,0.73728,0.41799,1.70076,0.49016,0.001,0.00174731,0.00174731,0.00174731
11,26.2071,1.90105,0.63722,0.00084,0.80658,0.63832,0.74072,0.42434,1.70381,0.47885,0.00094,0.001515,0.001515,0.001515
12,28.6707,1.84112,0.59472,0.00079,0.80845,0.63911,0.74598,0.43062,1.6726,0.46832,0.00094,0.00128269,0.00128269,0.00128269
13,31.0232,1.82861,0.59138,0.00081,0.81444,0.63911,0.74947,0.43373,1.68219,0.46508,0.00093,0.00105611,0.00105611,0.00105611
14,33.3611,1.84909,0.59898,0.00082,0.79885,0.66369,0.75235,0.44459,1.63656,0.45426,0.00091,0.000840824,0.000840824,0.000840824
15,35.7015,1.87168,0.58108,0.00079,0.79478,0.67504,0.75317,0.43079,1.69377,0.46094,0.00095,0.000642139,0.000642139,0.000642139
16,38.0195,1.76454,0.56279,0.00079,0.79715,0.67178,0.75491,0.44121,1.65159,0.45657,0.00091,0.000464946,0.000464946,0.000464946
17,40.4255,1.8227,0.57114,0.00081,0.79443,0.67933,0.75468,0.44048,1.64582,0.45191,0.00093,0.00031361,0.00031361,0.00031361
18,42.7315,1.80942,0.56634,0.0008,0.8002,0.68465,0.75712,0.44015,1.65905,0.45466,0.00092,0.000191855,0.000191855,0.000191855
19,45.0466,1.81726,0.56584,0.00081,0.79752,0.68653,0.76214,0.44053,1.65196,0.45725,0.00091,0.000102681,0.000102681,0.000102681
20,47.3754,1.83362,0.5728,0.00081,0.79973,0.68156,0.76108,0.44191,1.6447,0.45364,0.00091,4.82828e-05,4.82828e-05,4.82828e-05
