epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.2939,1.44515,8.3919,0.00083,0.81164,0.7056,0.79513,0.43439,1.13987,4.59811,0.00094,0.00044,0.00044,0.00044
2,18.4121,1.37876,5.20022,0.00073,0.84485,0.74499,0.83031,0.48986,1.06062,4.50328,0.0009,0.000894515,0.000894515,0.000894515
3,24.5433,1.33142,4.57568,0.00071,0.8467,0.75196,0.84196,0.478,1.10422,3.1539,0.00095,0.00132705,0.00132705,0.00132705
4,30.4899,1.31048,4.23838,0.0007,0.85601,0.77194,0.85263,0.46595,1.13144,3.15116,0.00094,0.00172181,0.00172181,0.00172181
5,36.2226,1.30969,4.26338,0.00068,0.87714,0.74983,0.85327,0.53094,0.97931,3.08484,0.00086,0.00181093,0.00181093,0.00181093
6,42.3279,1.30632,4.16337,0.00066,0.81738,0.71451,0.80607,0.45467,1.12059,3.74611,0.00096,0.00171004,0.00171004,0.00171004
7,48.3073,1.29269,4.04687,0.00069,0.8347,0.77678,0.85412,0.48127,1.10178,3.15033,0.00097,0.00159191,0.00159191,0.00159191
8,54.2813,1.27888,4.02203,0.00065,0.88344,0.7671,0.86198,0.48108,1.12841,3.0218,0.00098,0.00145945,0.00145945,0.00145945
9,60.2575,1.30767,4.14942,0.00067,0.85035,0.78147,0.85934,0.51749,1.0086,3.17822,0.00085,0.00131593,0.00131593,0.00131593
10,66.2335,1.30107,4.36849,0.00067,0.86852,0.77885,0.87367,0.49485,1.10946,2.97173,0.00095,0.00116487,0.00116487,0.00116487
11,77.8482,1.09277,3.20892,0.00072,0.85241,0.77033,0.85207,0.50162,1.07289,2.88636,0.00089,0.00101,0.00101,0.00101
12,83.0645,1.03955,3.02079,0.00069,0.86931,0.78608,0.87335,0.48792,1.0974,2.94737,0.001,0.00085513,0.00085513,0.00085513
13,88.2527,1.05255,3.03212,0.00069,0.88428,0.77631,0.87217,0.52493,1.03161,2.87302,0.00083,0.000704073,0.000704073,0.000704073
14,93.455,1.02094,2.95301,0.00065,0.86008,0.80581,0.87682,0.50742,1.0641,2.93135,0.00088,0.000560549,0.000560549,0.000560549
15,98.7469,1.00561,2.90903,0.00063,0.88814,0.79267,0.88248,0.52559,1.03553,2.78212,0.0009,0.000428093,0.000428093,0.000428093
16,103.941,0.99008,2.84317,0.00064,0.87792,0.80097,0.88054,0.51725,1.05678,2.77278,0.00085,0.000309964,0.000309964,0.000309964
17,109.136,1.00721,2.83776,0.0006,0.87071,0.80518,0.88273,0.54513,0.97344,2.71244,0.00079,0.000209073,0.000209073,0.000209073
18,114.412,0.99009,2.78173,0.00059,0.88152,0.80725,0.88464,0.53374,1.00757,2.69636,0.00081,0.000127904,0.000127904,0.000127904
19,119.726,0.95989,2.70332,0.00058,0.88103,0.80863,0.88704,0.53859,1.00438,2.6569,0.00079,6.8454e-05,6.8454e-05,6.8454e-05
20,124.918,0.96601,2.72845,0.00058,0.88604,0.80857,0.8876,0.54074,1.00013,2.642,0.00079,3.21885e-05,3.21885e-05,3.21885e-05
