epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.0532,1.98506,4.54893,0.00062,0.84941,0.7173,0.81074,0.51161,1.82617,2.03251,0.00079,0.0005,0.0005,0.0005
2,22.0235,1.95163,2.13064,0.00062,0.85078,0.73204,0.83316,0.50562,1.95202,1.67044,0.0008,0.00101618,0.00101618,0.00101618
3,32.9546,1.93277,1.7917,0.00061,0.86579,0.76612,0.8579,0.5277,1.99606,1.52436,0.00094,0.00151702,0.00151702,0.00151702
4,44.085,1.87513,1.64116,0.00061,0.85763,0.7601,0.84636,0.51029,2.05445,1.83547,0.00093,0.00193329,0.00193329,0.00193329
5,55.1664,1.81336,1.64302,0.00056,0.88598,0.79157,0.87127,0.58004,1.77202,1.47669,0.00077,0.00188249,0.00188249,0.00188249
6,66.1946,1.75855,1.4527,0.00054,0.86824,0.80108,0.87659,0.55823,1.85999,1.40663,0.00085,0.00181857,0.00181857,0.00181857
7,77.1571,1.72467,1.37409,0.00053,0.87177,0.80729,0.87103,0.56791,1.78569,1.37934,0.00075,0.00174252,0.00174252,0.00174252
8,88.1453,1.70983,1.34778,0.00051,0.87995,0.80854,0.88297,0.58246,1.79155,1.28332,0.00084,0.00165555,0.00165555,0.00165555
9,99.1659,1.7693,1.34479,0.00054,0.87297,0.80773,0.88459,0.57073,1.81384,1.34229,0.00083,0.00155904,0.00155904,0.00155904
10,110.116,1.67432,1.30365,0.00051,0.89247,0.79049,0.88001,0.59235,1.69186,1.32412,0.00072,0.00145449,0.00145449,0.00145449
11,121.265,1.63608,1.24392,0.00048,0.88313,0.8062,0.88867,0.60589,1.66251,1.30685,0.00069,0.00134357,0.00134357,0.00134357
12,132.417,1.57584,1.21043,0.00046,0.87428,0.82399,0.88946,0.61983,1.59049,1.23514,0.00069,0.00122801,0.00122801,0.00122801
13,143.423,1.5848,1.20237,0.00047,0.8565,0.8275,0.88114,0.5782,1.81042,1.39118,0.00072,0.00110965,0.00110965,0.00110965
14,154.386,1.56858,1.18868,0.00045,0.89823,0.81934,0.89551,0.61047,1.66156,1.31969,0.00074,0.000990349,0.000990349,0.000990349
15,165.416,1.54651,1.13296,0.00045,0.88799,0.8363,0.89896,0.63548,1.57209,1.17327,0.00066,0.000871988,0.000871988,0.000871988
16,176.405,1.47726,1.093,0.00042,0.8814,0.83002,0.8965,0.61066,1.67304,1.20124,0.00073,0.000756434,0.000756434,0.000756434
17,187.283,1.48858,1.07292,0.00042,0.89456,0.82218,0.89813,0.62936,1.56292,1.19079,0.00066,0.00064551,0.00064551,0.00064551
18,198.274,1.47362,1.0865,0.00042,0.88464,0.83062,0.89698,0.63325,1.56779,1.22186,0.00067,0.000540965,0.000540965,0.000540965
19,209.283,1.45072,1.05509,0.00041,0.87955,0.83424,0.8973,0.63056,1.58658,1.21091,0.00065,0.000444447,0.000444447,0.000444447
20,220.157,1.47217,1.09742,0.00042,0.88438,0.82992,0.89707,0.6319,1.57705,1.20119,0.00068,0.00035748,0.00035748,0.00035748
21,240.349,1.40302,1.01855,0.0004,0.88652,0.83346,0.89775,0.63768,1.54315,1.19578,0.00064,0.000281434,0.000281434,0.000281434
22,251.15,1.36711,0.98703,0.0004,0.89067,0.83969,0.89978,0.63676,1.5535,1.15928,0.00064,0.000217509,0.000217509,0.000217509
23,261.802,1.38457,0.99927,0.00039,0.88873,0.83771,0.89984,0.64501,1.53359,1.15454,0.00063,0.000166712,0.000166712,0.000166712
24,272.56,1.36533,1.01702,0.00038,0.90051,0.82158,0.89535,0.62637,1.5922,1.1859,0.00064,0.000129846,0.000129846,0.000129846
25,283.304,1.3601,0.98002,0.00039,0.88677,0.82278,0.89417,0.64176,1.52727,1.16639,0.00063,0.000107491,0.000107491,0.000107491
