epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.77734,0.66298,2.27705,0.00623,0.00039,0.0067,0,0,0.46881,1.9858,0.00504,0.00012,0.00012,0.00012
2,11.1777,0.6109,2.05482,0.00458,0.00791,0.1352,0.00814,0.00197,0.50222,1.89176,0.00544,0.0002483,0.0002483,0.0002483
3,13.5949,0.59397,1.61016,0.00481,0.00941,0.16089,0.05186,0.00856,0.58142,1.86631,0.00617,0.000364,0.000364,0.000364
4,16.0205,0.53849,1.5305,0.00459,0.0083,0.1419,0.02553,0.00555,0.48676,1.79072,0.00545,0.0004671,0.0004671,0.0004671
5,18.4198,0.55555,1.3549,0.00426,0.00425,0.07263,0.00122,0.00025,0.5142,1.75836,0.00576,0.0005576,0.0005576,0.0005576
6,20.7954,0.52671,1.31013,0.00406,0.00124,0.02123,0.00011,4e-05,0.49677,1.69291,0.00513,0.0006355,0.0006355,0.0006355
7,23.1755,0.51039,1.20206,0.00405,0.00791,0.1352,0.04546,0.01932,0.47466,1.61689,0.00523,0.0007008,0.0007008,0.0007008
8,25.5204,0.52524,1.19688,0.0039,0.03261,0.55754,0.3294,0.15537,0.45672,1.52236,0.00486,0.0007535,0.0007535,0.0007535
9,27.9028,0.53864,1.08328,0.00386,0.04399,0.75196,0.32391,0.13912,0.4774,1.4281,0.00508,0.0007936,0.0007936,0.0007936
10,30.2741,0.48827,1.03556,0.00382,0.04961,0.84804,0.49585,0.2483,0.44311,1.34418,0.00477,0.0008211,0.0008211,0.0008211
11,32.6098,0.53125,1.06259,0.00384,0.04817,0.82346,0.45554,0.17985,0.56537,1.34384,0.00625,0.000836,0.000836,0.000836
12,34.9892,0.50964,0.97965,0.00377,0.65591,0.42172,0.53892,0.26543,0.4604,1.14803,0.00489,0.0008383,0.0008383,0.0008383
13,37.344,0.50873,0.95204,0.00381,0.58503,0.48492,0.52681,0.25064,0.48169,1.08603,0.00507,0.000828,0.000828,0.000828
14,39.7209,0.5197,0.97101,0.00378,0.63222,0.43464,0.52782,0.2524,0.47244,1.10059,0.00497,0.0008051,0.0008051,0.0008051
15,42.0904,0.50731,0.94392,0.00381,0.67235,0.4324,0.55173,0.2706,0.46486,1.06452,0.00516,0.00074,0.00074,0.00074
16,48.9422,0.46381,0.96812,0.00409,0.63539,0.55196,0.6069,0.31583,0.45261,0.92163,0.00501,0.00065,0.00065,0.00065
17,50.8943,0.46008,0.95225,0.0041,0.63191,0.55243,0.61504,0.3312,0.44449,0.85152,0.00479,0.00056,0.00056,0.00056
18,52.8826,0.45022,0.93291,0.0039,0.66102,0.5486,0.62929,0.34243,0.43986,0.81562,0.00462,0.00047,0.00047,0.00047
19,54.8922,0.46983,0.91019,0.00377,0.65482,0.57653,0.64231,0.345,0.44103,0.77091,0.00459,0.00038,0.00038,0.00038
20,56.8857,0.43796,0.88185,0.00381,0.65287,0.59049,0.6465,0.34377,0.43536,0.72651,0.00453,0.00029,0.00029,0.00029
