epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.301,1.7162,4.37546,0.00169,0.00556,0.09497,0.00053,0.00016,1.63283,3.7416,0.0016,0.0012,0.0012,0.0892
2,16.4867,1.50624,3.70231,0.00135,0.01124,0.19218,0.00222,0.00064,1.57242,3.55218,0.00149,0.00248538,0.00248538,0.0774854
3,17.6766,1.58129,2.84785,0.00129,0.03235,0.55307,0.06289,0.02991,1.61472,2.94508,0.00164,0.00371166,0.00371166,0.0657117
4,18.8404,1.50448,2.38781,0.00125,0.03967,0.67821,0.26161,0.08191,1.65485,2.6753,0.0016,0.00483596,0.00483596,0.053836
5,19.9876,1.50273,2.18279,0.00126,0.04516,0.77207,0.28722,0.09026,1.66078,2.28294,0.00162,0.00581941,0.00581941,0.0418194
6,21.2327,1.53418,2.11376,0.00126,0.34012,0.26034,0.19451,0.05943,1.74328,2.00531,0.00167,0.00662874,0.00662874,0.0296287
7,22.3473,1.43591,2.04662,0.00119,0.40404,0.33855,0.30972,0.1062,1.52706,1.93394,0.00146,0.00723778,0.00723778,0.0172378
8,23.4841,1.43732,2.01535,0.00116,0.27203,0.41229,0.22156,0.06707,1.61401,2.07139,0.00156,0.00740645,0.00740645,0.00740645
9,24.592,1.46477,1.94558,0.00121,0.29277,0.43017,0.22155,0.06981,1.70108,2.62534,0.00159,0.00671783,0.00671783,0.00671783
10,25.7124,1.42868,1.94832,0.00116,0.37005,0.44916,0.30562,0.11195,1.53923,1.88224,0.00147,0.00599306,0.00599306,0.00599306
11,26.8427,1.3893,1.7817,0.0011,0.34218,0.42312,0.24836,0.08331,1.68136,1.96412,0.00168,0.00525,0.00525,0.00525
12,28.0691,1.3386,1.73248,0.00106,0.45369,0.47039,0.39018,0.16262,1.44591,1.5429,0.00137,0.00450694,0.00450694,0.00450694
13,29.1921,1.37191,1.73945,0.00106,0.48162,0.45363,0.42799,0.1729,1.45748,1.5805,0.00136,0.00378217,0.00378217,0.00378217
14,30.3331,1.3359,1.68366,0.00106,0.47563,0.4648,0.41065,0.17707,1.38593,1.53004,0.0013,0.00309355,0.00309355,0.00309355
15,31.4591,1.3587,1.62138,0.00103,0.52522,0.46592,0.43718,0.19269,1.38595,1.5212,0.00129,0.00245802,0.00245802,0.00245802
16,32.5931,1.34489,1.61608,0.00103,0.55905,0.47374,0.46134,0.19765,1.38704,1.49724,0.00129,0.00189124,0.00189124,0.00189124
17,33.7243,1.2994,1.57594,0.00102,0.54243,0.48214,0.46818,0.20643,1.3806,1.46043,0.00127,0.00140717,0.00140717,0.00140717
18,34.9514,1.28077,1.56529,0.00103,0.53456,0.48763,0.47101,0.20241,1.43166,1.46853,0.0013,0.00101772,0.00101772,0.00101772
19,36.0648,1.29992,1.54666,0.001,0.52425,0.4905,0.47344,0.21259,1.38729,1.43004,0.00126,0.000732482,0.000732482,0.000732482
20,37.212,1.30439,1.55829,0.00102,0.53845,0.49609,0.48592,0.20559,1.40487,1.45178,0.00128,0.00055848,0.00055848,0.00055848
